sgRNA	Gene	HL60initial	HL60final	KBM7initial	KBM7final
C8orf37_p96281306	C8orf37	561	609	185	702
C8orf37_p96281383	C8orf37	515	794	316	956
C8orf42_m444495	C8orf42	524	1129	128	473
C8orf42_m444524	C8orf42	675	1234	569	1665
C8orf42_m444573	C8orf42	73	237	106	1
C8orf42_m494691	C8orf42	970	2338	1192	3092
C8orf42_m494741	C8orf42	267	720	458	1584
C8orf42_m494746	C8orf42	361	514	161	1194
C8orf42_p444483	C8orf42	695	643	564	1560
C8orf42_p444503	C8orf42	377	425	217	1256
C8orf42_p444557	C8orf42	366	1910	640	1715
C8orf42_p494643	C8orf42	619	769	436	806
C8orf44_m67589991	C8orf44	863	1690	704	2261
C8orf44_m67589997	C8orf44	670	1994	622	1974
C8orf44_m67592034	C8orf44	427	787	165	1157
C8orf44_m67592053	C8orf44	491	1078	346	887
C8orf44_m67592070	C8orf44	359	606	325	1003
C8orf44_p67590001	C8orf44	349	698	301	1082
C8orf44_p67590037	C8orf44	237	1321	240	615
C8orf44_p67591978	C8orf44	760	1847	604	3036
C8orf44_p67592022	C8orf44	222	414	313	749
C8orf44_p67592036	C8orf44	312	826	352	815
C8orf46_m67408677	C8orf46	143	805	210	742
C8orf46_m67408714	C8orf46	143	205	173	569
C8orf46_m67408722	C8orf46	371	425	99	1084
C8orf46_m67417661	C8orf46	470	679	435	871
C8orf46_m67417674	C8orf46	276	180	109	20
C8orf46_m67417692	C8orf46	242	556	76	74
C8orf46_p67417602	C8orf46	443	239	282	589
C8orf46_p67417663	C8orf46	629	1510	460	1083
C8orf46_p67417681	C8orf46	783	1858	497	3494
C8orf46_p67417700	C8orf46	955	2384	1067	2540
C8orf47_m99076919	C8orf47	451	1571	555	1207
C8orf47_m99101348	C8orf47	1247	1836	682	2048
C8orf47_m99101357	C8orf47	950	2466	717	1686
C8orf47_m99101362	C8orf47	947	1321	718	3193
C8orf47_m99105545	C8orf47	192	390	232	909
C8orf47_m99105556	C8orf47	467	508	315	717
C8orf47_p99076905	C8orf47	278	940	150	1187
C8orf47_p99076922	C8orf47	174	351	198	809
C8orf47_p99105480	C8orf47	345	911	596	1029
C8orf47_p99105518	C8orf47	821	2394	978	3254
C8orf4_m40011071	C8orf4	566	632	377	1646
C8orf4_m40011079	C8orf4	1187	2792	796	1858
C8orf4_m40011091	C8orf4	640	1275	458	1427
C8orf4_m40011110	C8orf4	634	1738	735	1713
C8orf4_m40011115	C8orf4	1178	2335	1188	2254
C8orf4_m40011128	C8orf4	742	1325	417	1400
C8orf4_p40011099	C8orf4	741	1976	565	1583
C8orf4_p40011137	C8orf4	479	1139	269	667
C8orf4_p40011178	C8orf4	321	1477	187	1154
C8orf4_p40011195	C8orf4	0	708	76	407
C8orf58_m22458435	C8orf58	701	1235	524	2043
C8orf58_m22458465	C8orf58	669	1392	690	1444
C8orf58_m22458490	C8orf58	559	827	186	301
C8orf58_p22457218	C8orf58	821	1313	539	2064
