ID	Target	Plasmid	8aB_rep1	8aB_rep2	8aB_rep3
ACAA1-7	ACAA1	0	0	0	0
ACACB-1	ACACB	180	0	0	1
ACACB-10	ACACB	179	0	0	251
ACACB-11	ACACB	930	0	9	692
ACACB-12	ACACB	1111	0	0	466
ACACB-13	ACACB	951	0	443	196
ACACB-14	ACACB	332	0	0	0
ACACB-15	ACACB	738	0	0	20
ACACB-2	ACACB	326	0	0	4
ACACB-3	ACACB	873	0	179	170
ACACB-4	ACACB	134	0	0	0
ACACB-5	ACACB	221	0	0	0
ACACB-6	ACACB	296	0	0	0
ACACB-7	ACACB	179	0	291	0
ACACB-8	ACACB	710	0	327	602
ACACB-9	ACACB	1460	0	139	374
ACBD4-1	ACBD4	534	0	0	0
ACBD4-10	ACBD4	3637	788	1007	2787
ACBD4-11	ACBD4	958	158	0	102
ACBD4-12	ACBD4	1024	0	847	828
ACBD4-13	ACBD4	1545	0	0	571
ACBD4-14	ACBD4	63	0	0	0
ACBD4-2	ACBD4	1456	662	213	507
ACBD4-3	ACBD4	2361	251	251	935
ACBD4-4	ACBD4	1053	0	0	667
ACBD4-5	ACBD4	824	0	0	734
ACBD4-6	ACBD4	0	0	0	0
ACBD4-7	ACBD4	724	0	0	9
ACBD4-8	ACBD4	4455	148	641	413
ACBD4-9	ACBD4	4133	0	711	902
ACBD5-1	ACBD5	272	0	0	0
ACBD5-10	ACBD5	1271	0	0	107
ACBD5-11	ACBD5	573	0	0	10
ACBD5-12	ACBD5	1113	0	92	137
ACBD5-13	ACBD5	276	0	0	0
ACBD5-2	ACBD5	688	0	142	1224
ACBD5-3	ACBD5	1947	0	14	497
ACBD5-4	ACBD5	610	0	0	0
ACBD5-5	ACBD5	200	0	0	0
ACBD5-6	ACBD5	1543	0	257	29
ACBD5-7	ACBD5	213	0	1	168
ACBD5-8	ACBD5	426	0	0	240
ACBD5-9	ACBD5	669	0	0	0
ACE-1	ACE	735	4024	330	279
ACE-10	ACE	0	0	0	0
ACE-11	ACE	844	0	370	3
ACE-12	ACE	681	0	0	928
ACE-13	ACE	398	0	0	1359
ACE-2	ACE	784	0	217	0
ACE2-1	ACE2	126	0	0	0
ACE2-2	ACE2	83	0	0	0
ACE2-3	ACE2	983	0	157	248
ACE2-4	ACE2	366	0	0	296
ACE-3	ACE	1679	1052	0	544
ACE-4	ACE	2	0	0	0
ACE-5	ACE	217	0	0	0
ACE-6	ACE	462	0	0	462
ACE-7	ACE	0	0	0	0
ACE-8	ACE	1076	0	0	333
ACE-9	ACE	1264	152	271	682
ACER1-1	ACER1	268	0	0	0
ACER1-2	ACER1	623	0	0	0
ACER1-3	ACER1	1939	0	0	727
ACER1-4	ACER1	246	0	0	0
ACER1-5	ACER1	1177	0	0	885
ACER1-6	ACER1	858	0	77	370
ACER1-7	ACER1	815	0	482	503
ACER2-1	ACER2	93	0	0	0
ACER2-10	ACER2	12	0	0	0
ACER2-11	ACER2	2023	681	471	958
ACER2-12	ACER2	673	0	0	15
ACER2-2	ACER2	698	0	814	805
ACER2-3	ACER2	1215	0	416	9
ACER2-4	ACER2	0	0	0	0
ACER2-5	ACER2	284	0	0	708
ACER2-6	ACER2	672	0	0	12
ACER2-7	ACER2	1571	1753	0	1450
ACER2-8	ACER2	1703	0	53	1598
ACER2-9	ACER2	1519	0	1415	0
ACER3-1	ACER3	373	0	0	12
ACER3-2	ACER3	1267	1612	0	265
ACER3-3	ACER3	1084	3470	0	0
ACER3-4	ACER3	376	338	300	318
ACER3-5	ACER3	325	0	0	0
ACER3-6	ACER3	0	0	0	0
ACER3-7	ACER3	692	431	0	0
ACHE-1	ACHE	2645	298	0	924
ACHE-10	ACHE	772	306	0	0
ACHE-11	ACHE	1687	458	178	397
ACHE-12	ACHE	210	0	0	0
ACHE-13	ACHE	1026	0	0	102
ACHE-14	ACHE	2174	0	38	1805
ACHE-2	ACHE	475	0	0	253
ACHE-3	ACHE	1615	0	0	175
ACHE-4	ACHE	2441	1317	0	1172
ACHE-5	ACHE	615	0	0	0
ACHE-6	ACHE	475	0	0	0
ACHE-7	ACHE	900	0	387	9
ACHE-8	ACHE	1054	0	559	281
ACHE-9	ACHE	365	0	19	12
ACKR2-1	ACKR2	796	0	0	0
ACKR2-10	ACKR2	881	0	0	275
ACKR2-11	ACKR2	1048	0	21	539
ACKR2-12	ACKR2	714	464	261	0
ACKR2-13	ACKR2	1147	0	1287	0
ACKR2-14	ACKR2	272	0	0	0
ACKR2-2	ACKR2	645	1	201	0
ACKR2-3	ACKR2	595	0	0	15
ACKR2-4	ACKR2	813	0	104	0
ACKR2-5	ACKR2	566	0	0	341
ACKR2-6	ACKR2	799	0	388	228
ACKR2-7	ACKR2	608	0	0	5
ACKR2-8	ACKR2	892	0	0	4
ACKR2-9	ACKR2	284	0	0	0
ACKR3-1	ACKR3	425	543	0	186
ACKR3-2	ACKR3	493	0	0	426
ACKR3-3	ACKR3	887	0	125	0
ACKR3-4	ACKR3	0	0	0	0
ACKR3-5	ACKR3	761	0	0	14
ACKR3-6	ACKR3	518	0	0	0
ACKR3-7	ACKR3	326	0	210	0
ACKR4-1	ACKR4	1128	0	41	0
ACKR4-2	ACKR4	435	0	325	0
ACKR4-3	ACKR4	174	0	0	0
ACKR4-4	ACKR4	428	0	0	0
ACKR4-5	ACKR4	759	0	1	713
ACKR4-6	ACKR4	729	0	0	608
ACKR4-7	ACKR4	1195	0	283	369
ACMSD-1	ACMSD	1090	0	294	24
ACMSD-2	ACMSD	991	18	0	358
ACMSD-3	ACMSD	314	0	297	0
ACMSD-4	ACMSD	718	308	0	0
ACMSD-5	ACMSD	154	0	0	0
ACMSD-6	ACMSD	424	0	635	123
ACP1-1	ACP1	613	0	0	2
ACP1-10	ACP1	634	0	158	2153
ACP1-11	ACP1	1777	0	0	265
ACP1-12	ACP1	283	0	0	54
ACP1-13	ACP1	1254	1009	24	11
ACP1-14	ACP1	127	0	0	145
ACP1-2	ACP1	809	0	0	218
ACP1-3	ACP1	472	0	363	5
ACP1-4	ACP1	1296	858	222	28
ACP1-5	ACP1	306	797	0	0
ACP1-6	ACP1	232	0	0	0
ACP1-7	ACP1	788	0	0	0
ACP1-8	ACP1	2337	0	47	1161
ACP1-9	ACP1	322	0	0	0
ACP2-1	ACP2	437	0	0	0
ACP2-2	ACP2	213	0	0	0
ACP2-3	ACP2	1049	0	0	271
ACP2-4	ACP2	248	0	0	13
ACP2-5	ACP2	1	0	0	0
ACP2-6	ACP2	0	0	0	0
ACP2-7	ACP2	9	0	0	0
ACPL2-1	ACPL2	464	0	0	235
ACPL2-2	ACPL2	1652	654	43	0
ACPL2-3	ACPL2	757	0	0	281
ACPL2-4	ACPL2	667	0	87	764
ACPL2-5	ACPL2	160	0	0	0
ACPL2-6	ACPL2	536	1184	0	0
ACPL2-7	ACPL2	0	0	0	0
ACPL2-8	ACPL2	1262	0	379	460
ACPP-1	ACPP	1714	0	0	32
ACPP-2	ACPP	270	0	1	201
ACPP-3	ACPP	112	0	0	0
ACPP-4	ACPP	0	0	0	0
ACPP-5	ACPP	1143	664	0	1
ACPT-1	ACPT	302	0	0	0
ACPT-2	ACPT	68	0	0	0
ACPT-3	ACPT	449	0	0	0
ACPT-4	ACPT	1327	0	0	0
ACPT-5	ACPT	699	0	375	467
ACPT-6	ACPT	1311	0	0	0
ACPT-7	ACPT	780	0	0	0
ACSL1-1	ACSL1	636	0	245	0
ACSL1-10	ACSL1	1436	913	385	167
ACSL1-11	ACSL1	300	0	0	0
ACSL1-12	ACSL1	1480	0	0	826
ACSL1-13	ACSL1	1184	195	0	291
ACSL1-14	ACSL1	2073	0	939	0
ACSL1-2	ACSL1	568	719	0	486
ACSL1-3	ACSL1	918	929	0	0
ACSL1-4	ACSL1	215	0	0	0
ACSL1-5	ACSL1	451	0	7	8
ACSL1-6	ACSL1	1843	0	0	693
ACSL1-7	ACSL1	39	0	0	0
ACSL1-8	ACSL1	792	0	0	0
ACSL1-9	ACSL1	1059	0	226	8
ACSL3-1	ACSL3	1409	0	0	111
ACSL3-10	ACSL3	179	0	0	282
ACSL3-2	ACSL3	171	0	0	0
ACSL3-3	ACSL3	69	0	0	0
ACSL3-4	ACSL3	324	0	0	0
ACSL3-5	ACSL3	1140	0	0	312
ACSL3-6	ACSL3	433	0	0	0
ACSL3-7	ACSL3	911	410	344	0
ACSL3-8	ACSL3	2713	532	0	497
ACSL3-9	ACSL3	1218	0	0	241
ACSL4-1	ACSL4	1646	0	58	199
ACSL4-2	ACSL4	1081	0	0	0
ACSL4-3	ACSL4	302	0	0	0
ACSL4-4	ACSL4	803	0	0	0
ACSL4-5	ACSL4	1132	0	210	0
ACSL4-6	ACSL4	641	0	220	332
ACSL4-7	ACSL4	1056	0	0	275
ACSL5-1	ACSL5	63	0	0	0
ACSL5-2	ACSL5	1332	666	498	401
ACSL5-3	ACSL5	587	0	103	19
ACSL5-4	ACSL5	630	0	316	0
ACSL5-5	ACSL5	1123	0	0	2
ACSL6-1	ACSL6	1431	1	1140	210
ACSL6-10	ACSL6	1584	0	0	586
ACSL6-11	ACSL6	1806	0	0	545
ACSL6-12	ACSL6	534	0	0	0
ACSL6-13	ACSL6	1002	0	0	243
ACSL6-14	ACSL6	0	0	0	0
ACSL6-2	ACSL6	380	151	167	0
ACSL6-3	ACSL6	49	0	0	217
ACSL6-4	ACSL6	356	0	0	0
ACSL6-5	ACSL6	264	0	0	232
ACSL6-6	ACSL6	236	0	0	676
ACSL6-7	ACSL6	31	0	0	0
ACSL6-8	ACSL6	130	0	0	0
ACSL6-9	ACSL6	1113	1708	219	229
ACTB-1	ACTB	51	0	0	0
ACTB-10	ACTB	355	0	0	529
ACTB-11	ACTB	27	0	0	0
ACTB-12	ACTB	1416	0	0	2
ACTB-13	ACTB	1660	0	33	2
ACTB-2	ACTB	189	0	0	0
ACTB-3	ACTB	1662	0	45	0
ACTB-4	ACTB	65	2	0	0
ACTB-5	ACTB	1653	364	0	138
ACTB-6	ACTB	619	2357	29	13
ACTB-7	ACTB	1838	613	305	0
ACTB-8	ACTB	464	0	0	0
ACTB-9	ACTB	389	0	0	0
ACTN1-1	ACTN1	0	0	0	0
ACTN1-10	ACTN1	712	0	0	179
ACTN1-11	ACTN1	492	0	0	0
ACTN1-12	ACTN1	501	1982	0	12
ACTN1-13	ACTN1	950	0	476	29
ACTN1-14	ACTN1	1707	0	0	316
ACTN1-2	ACTN1	921	113	0	0
ACTN1-3	ACTN1	516	0	0	0
ACTN1-4	ACTN1	3358	0	0	440
ACTN1-5	ACTN1	1329	88	547	548
ACTN1-6	ACTN1	524	0	0	256
ACTN1-7	ACTN1	402	0	140	0
ACTN1-8	ACTN1	530	0	0	0
ACTN1-9	ACTN1	1105	0	0	393
ACTN4-1	ACTN4	884	1899	0	684
ACTN4-10	ACTN4	753	0	263	0
ACTN4-11	ACTN4	551	0	0	1
ACTN4-12	ACTN4	807	0	0	9
ACTN4-13	ACTN4	981	0	100	1118
ACTN4-14	ACTN4	1245	0	0	757
ACTN4-15	ACTN4	297	0	0	0
ACTN4-16	ACTN4	400	0	0	0
ACTN4-2	ACTN4	107	0	0	0
ACTN4-3	ACTN4	276	0	1248	0
ACTN4-4	ACTN4	313	0	406	256
ACTN4-5	ACTN4	1442	1347	209	13
ACTN4-6	ACTN4	1473	1410	114	879
ACTN4-7	ACTN4	129	0	0	0
ACTN4-8	ACTN4	499	0	169	359
ACTN4-9	ACTN4	261	0	0	0
ACVR1-1	ACVR1	621	0	0	0
ACVR1-10	ACVR1	1103	0	0	0
ACVR1-11	ACVR1	819	225	335	465
ACVR1-12	ACVR1	1060	0	0	692
ACVR1-13	ACVR1	770	0	0	718
ACVR1-14	ACVR1	1219	0	0	240
ACVR1-2	ACVR1	647	0	0	12
ACVR1-3	ACVR1	397	0	0	0
ACVR1-4	ACVR1	774	0	0	0
ACVR1-5	ACVR1	976	0	751	180
ACVR1-6	ACVR1	1242	2327	670	935
ACVR1-7	ACVR1	788	0	0	304
ACVR1-8	ACVR1	368	0	0	0
ACVR1-9	ACVR1	1082	0	0	101
ACVR1B-1	ACVR1B	1651	0	2399	195
ACVR1B-2	ACVR1B	1695	0	237	535
ACVR1B-3	ACVR1B	1647	0	1	1048
ACVR1B-4	ACVR1B	1431	1	437	1034
ACVR1B-5	ACVR1B	558	0	391	0
ACVR1B-6	ACVR1B	119	0	0	0
ACVR1B-7	ACVR1B	439	0	0	0
ACVR1C-1	ACVR1C	507	0	0	81
ACVR1C-10	ACVR1C	425	0	239	0
ACVR1C-2	ACVR1C	862	0	287	120
ACVR1C-3	ACVR1C	172	0	0	0
ACVR1C-4	ACVR1C	0	0	0	0
ACVR1C-5	ACVR1C	736	386	0	92
ACVR1C-6	ACVR1C	640	0	153	1285
ACVR1C-7	ACVR1C	383	0	0	0
ACVR1C-8	ACVR1C	1548	0	490	764
ACVR1C-9	ACVR1C	431	0	0	102
ACVR2A-1	ACVR2A	151	0	0	203
ACVR2A-10	ACVR2A	1328	0	241	0
ACVR2A-11	ACVR2A	711	0	0	191
ACVR2A-12	ACVR2A	0	0	0	0
ACVR2A-13	ACVR2A	38	0	0	0
ACVR2A-14	ACVR2A	1029	0	0	0
ACVR2A-2	ACVR2A	216	0	0	21
ACVR2A-3	ACVR2A	524	0	0	715
ACVR2A-4	ACVR2A	637	1	0	0
ACVR2A-5	ACVR2A	177	0	0	0
ACVR2A-6	ACVR2A	836	0	0	4
ACVR2A-7	ACVR2A	2045	732	0	299
ACVR2A-8	ACVR2A	151	0	0	316
ACVR2A-9	ACVR2A	763	0	0	768
ACVR2B-1	ACVR2B	413	0	0	1
ACVR2B-2	ACVR2B	627	1	0	0
ACVR2B-3	ACVR2B	750	0	158	33
ACVR2B-4	ACVR2B	967	0	0	748
ACVR2B-5	ACVR2B	704	0	0	643
ACVR2B-6	ACVR2B	189	0	0	0
ACVR2B-7	ACVR2B	1732	624	140	585
ACVRL1-1	ACVRL1	1087	0	0	5
ACVRL1-10	ACVRL1	414	0	0	246
ACVRL1-11	ACVRL1	0	0	0	0
ACVRL1-12	ACVRL1	333	0	417	0
ACVRL1-13	ACVRL1	147	0	0	0
ACVRL1-14	ACVRL1	1291	0	218	582
ACVRL1-2	ACVRL1	217	0	0	1
ACVRL1-3	ACVRL1	226	0	0	0
ACVRL1-4	ACVRL1	1580	668	125	1580
ACVRL1-5	ACVRL1	514	0	0	206
ACVRL1-6	ACVRL1	634	0	191	10
ACVRL1-7	ACVRL1	244	0	0	0
ACVRL1-8	ACVRL1	318	0	0	14
ACVRL1-9	ACVRL1	389	0	0	0
ADAM10-1	ADAM10	634	0	0	0
ADAM10-10	ADAM10	575	0	0	0
ADAM10-11	ADAM10	346	0	0	0
ADAM10-12	ADAM10	414	1149	0	315
ADAM10-13	ADAM10	1611	0	0	1940
ADAM10-14	ADAM10	0	0	0	0
ADAM10-15	ADAM10	239	0	0	0
ADAM10-16	ADAM10	271	29	0	0
ADAM10-2	ADAM10	231	0	0	625
ADAM10-3	ADAM10	646	0	271	503
ADAM10-4	ADAM10	700	0	0	0
ADAM10-5	ADAM10	862	0	0	486
ADAM10-6	ADAM10	1273	522	0	555
ADAM10-7	ADAM10	426	0	0	562
ADAM10-8	ADAM10	2105	0	356	695
ADAM10-9	ADAM10	0	0	0	0
ADAM11-1	ADAM11	1250	0	0	5
ADAM11-10	ADAM11	575	0	0	342
ADAM11-2	ADAM11	229	0	0	0
ADAM11-3	ADAM11	0	0	0	0
ADAM11-4	ADAM11	876	0	0	0
ADAM11-5	ADAM11	962	412	256	307
ADAM11-6	ADAM11	942	0	0	536
ADAM11-7	ADAM11	2414	5138	353	1927
ADAM11-8	ADAM11	1112	0	413	0
ADAM11-9	ADAM11	1378	0	651	383
ADAM12-1	ADAM12	442	0	0	169
ADAM12-2	ADAM12	158	0	0	0
ADAM12-3	ADAM12	0	0	0	0
ADAM12-4	ADAM12	1964	0	0	1
ADAM12-5	ADAM12	423	543	136	0
ADAM12-6	ADAM12	561	0	0	0
ADAM12-7	ADAM12	2788	783	758	223
ADAM15-1	ADAM15	298	0	0	0
ADAM15-10	ADAM15	856	0	0	372
ADAM15-11	ADAM15	352	0	0	0
ADAM15-12	ADAM15	1093	0	0	0
ADAM15-13	ADAM15	1098	0	0	514
ADAM15-14	ADAM15	345	0	0	0
ADAM15-2	ADAM15	136	0	0	0
ADAM15-3	ADAM15	829	233	0	0
ADAM15-4	ADAM15	1186	0	0	185
ADAM15-5	ADAM15	604	0	97	175
ADAM15-6	ADAM15	327	0	0	0
ADAM15-7	ADAM15	2036	0	0	1078
ADAM15-8	ADAM15	1938	0	0	461
ADAM15-9	ADAM15	1416	0	0	0
ADAM17-1	ADAM17	1366	531	462	10
ADAM17-2	ADAM17	1381	0	35	3510
ADAM17-3	ADAM17	558	0	142	1
ADAM17-4	ADAM17	0	0	0	0
ADAM17-5	ADAM17	622	0	0	0
ADAM17-6	ADAM17	1229	430	682	244
ADAM17-7	ADAM17	303	0	0	0
ADAM18-1	ADAM18	264	0	0	0
ADAM18-10	ADAM18	452	89	0	1
ADAM18-2	ADAM18	0	0	0	0
ADAM18-3	ADAM18	2397	0	0	948
ADAM18-4	ADAM18	592	1147	280	0
ADAM18-5	ADAM18	671	0	122	91
ADAM18-6	ADAM18	498	0	0	0
ADAM18-7	ADAM18	870	0	143	1091
ADAM18-8	ADAM18	188	0	0	0
ADAM18-9	ADAM18	2346	826	907	1327
ADAM19-1	ADAM19	226	0	0	216
ADAM19-2	ADAM19	1753	0	0	0
ADAM19-3	ADAM19	2978	0	570	882
ADAM19-4	ADAM19	951	0	0	1052
ADAM19-5	ADAM19	154	0	0	1
ADAM19-6	ADAM19	386	0	270	0
ADAM19-7	ADAM19	0	0	0	0
ADAM20-1	ADAM20	541	0	0	0
ADAM20-2	ADAM20	773	0	0	44
ADAM20-3	ADAM20	639	0	340	0
ADAM20-4	ADAM20	847	0	0	772
ADAM20-5	ADAM20	1198	717	0	521
ADAM20-6	ADAM20	562	0	0	0
ADAM20-7	ADAM20	2399	554	91	1053
ADAM2-1	ADAM2	1165	955	757	0
ADAM21-1	ADAM21	1320	0	0	426
ADAM21-2	ADAM21	1433	709	747	482
ADAM21-3	ADAM21	592	0	274	1
ADAM21-4	ADAM21	985	1255	621	946
ADAM21-5	ADAM21	354	0	0	0
ADAM21-6	ADAM21	78	0	0	10
ADAM2-2	ADAM2	906	971	454	0
ADAM22-1	ADAM22	379	0	0	0
ADAM22-10	ADAM22	986	0	109	679
ADAM22-11	ADAM22	732	423	0	755
ADAM22-12	ADAM22	675	0	0	0
ADAM22-2	ADAM22	237	0	0	0
ADAM22-3	ADAM22	1616	2128	394	251
ADAM22-4	ADAM22	266	0	619	142
ADAM22-5	ADAM22	242	0	0	0
ADAM22-6	ADAM22	544	0	233	1290
ADAM22-7	ADAM22	956	0	201	316
ADAM22-8	ADAM22	981	0	0	0
ADAM22-9	ADAM22	673	0	0	0
ADAM2-3	ADAM2	774	0	0	126
ADAM23-1	ADAM23	0	0	0	0
ADAM23-10	ADAM23	1055	0	0	431
ADAM23-11	ADAM23	303	0	0	17
ADAM23-12	ADAM23	749	0	0	0
ADAM23-13	ADAM23	1579	0	0	7
ADAM23-14	ADAM23	184	0	0	0
ADAM23-2	ADAM23	34	0	0	0
ADAM23-3	ADAM23	1051	1	57	238
ADAM23-4	ADAM23	474	0	839	485
ADAM23-5	ADAM23	760	0	257	1036
ADAM23-6	ADAM23	708	756	339	966
ADAM23-7	ADAM23	359	0	338	0
ADAM23-8	ADAM23	587	0	0	908
ADAM23-9	ADAM23	712	710	101	0
ADAM2-4	ADAM2	110	0	0	0
ADAM2-5	ADAM2	374	0	0	18
ADAM2-6	ADAM2	186	0	221	0
ADAM2-7	ADAM2	812	0	1275	0
ADAM28-1	ADAM28	446	0	0	476
ADAM28-2	ADAM28	1781	0	0	6
ADAM28-3	ADAM28	1041	0	260	0
ADAM28-4	ADAM28	1036	0	0	0
ADAM28-5	ADAM28	656	0	160	0
ADAM28-6	ADAM28	487	0	0	1
ADAM28-7	ADAM28	543	0	99	0
ADAM29-1	ADAM29	1001	0	0	423
ADAM29-2	ADAM29	29	0	0	0
ADAM29-3	ADAM29	397	0	0	0
ADAM29-4	ADAM29	1683	0	212	86
ADAM29-5	ADAM29	888	0	0	692
ADAM29-6	ADAM29	76	0	0	0
ADAM29-7	ADAM29	792	0	0	362
ADAM30-1	ADAM30	1983	0	0	380
ADAM30-2	ADAM30	1068	0	32	217
ADAM30-3	ADAM30	743	0	176	359
ADAM30-4	ADAM30	886	292	0	313
ADAM30-5	ADAM30	1709	348	0	278
ADAM30-6	ADAM30	1175	0	216	0
ADAM30-7	ADAM30	934	0	96	656
ADAM32-1	ADAM32	869	0	41	399
ADAM32-10	ADAM32	0	0	0	0
ADAM32-11	ADAM32	1115	0	292	1107
ADAM32-12	ADAM32	128	0	0	0
ADAM32-2	ADAM32	1009	0	0	0
ADAM32-3	ADAM32	307	1310	1	0
ADAM32-4	ADAM32	1135	0	0	543
ADAM32-5	ADAM32	403	0	0	1
ADAM32-6	ADAM32	1567	0	0	769
ADAM32-7	ADAM32	442	0	0	0
ADAM32-8	ADAM32	991	601	479	399
ADAM32-9	ADAM32	1482	1376	0	74
ADAM33-1	ADAM33	178	0	0	0
ADAM33-10	ADAM33	999	0	0	677
ADAM33-11	ADAM33	419	0	0	1
ADAM33-12	ADAM33	627	0	209	1
ADAM33-2	ADAM33	497	0	407	1451
ADAM33-3	ADAM33	2160	0	732	972
ADAM33-4	ADAM33	929	0	0	279
ADAM33-5	ADAM33	667	0	282	0
ADAM33-6	ADAM33	1174	0	0	0
ADAM33-7	ADAM33	1135	0	182	423
ADAM33-8	ADAM33	208	0	0	0
ADAM33-9	ADAM33	2885	0	144	758
ADAM7-1	ADAM7	1781	0	982	102
ADAM7-2	ADAM7	731	0	0	2
ADAM7-3	ADAM7	52	0	0	0
ADAM7-4	ADAM7	354	0	0	0
ADAM8-1	ADAM8	632	0	0	0
ADAM8-10	ADAM8	183	0	0	0
ADAM8-11	ADAM8	73	0	0	0
ADAM8-12	ADAM8	721	506	0	339
ADAM8-13	ADAM8	1210	0	581	0
ADAM8-14	ADAM8	353	0	0	286
ADAM8-2	ADAM8	804	0	0	1
ADAM8-3	ADAM8	633	0	0	16
ADAM8-4	ADAM8	1242	1233	596	312
ADAM8-5	ADAM8	907	0	149	0
ADAM8-6	ADAM8	230	0	0	0
ADAM8-7	ADAM8	1212	71	56	1335
ADAM8-8	ADAM8	1236	0	858	869
ADAM8-9	ADAM8	939	0	246	0
ADAM9-1	ADAM9	236	0	49	0
ADAM9-10	ADAM9	744	187	0	229
ADAM9-11	ADAM9	1218	1	102	11
ADAM9-2	ADAM9	327	0	0	239
ADAM9-3	ADAM9	58	0	0	146
ADAM9-4	ADAM9	697	0	683	1
ADAM9-5	ADAM9	579	427	0	0
ADAM9-6	ADAM9	694	363	0	294
ADAM9-7	ADAM9	1584	0	0	87
ADAM9-8	ADAM9	1144	0	0	148
ADAM9-9	ADAM9	580	0	0	324
ADAMTS1-1	ADAMTS1	358	0	0	275
ADAMTS1-2	ADAMTS1	1005	0	303	0
ADAMTS1-3	ADAMTS1	855	0	0	0
ADAMTS13-1	ADAMTS13	758	0	0	0
ADAMTS13-2	ADAMTS13	341	0	323	0
ADAMTS13-3	ADAMTS13	657	0	0	4
ADAMTS13-4	ADAMTS13	1020	0	0	526
ADAMTS13-5	ADAMTS13	403	0	629	0
ADAMTS13-6	ADAMTS13	43	0	0	0
ADAMTS13-7	ADAMTS13	12	0	0	0
ADAMTS1-4	ADAMTS1	1001	0	206	10
ADAMTS1-5	ADAMTS1	1501	0	0	1470
ADAMTS15-1	ADAMTS15	386	0	0	0
ADAMTS15-2	ADAMTS15	423	0	0	320
ADAMTS15-3	ADAMTS15	532	0	0	3
ADAMTS15-4	ADAMTS15	330	0	0	525
ADAMTS15-5	ADAMTS15	265	0	0	94
ADAMTS15-6	ADAMTS15	378	0	0	781
ADAMTS15-7	ADAMTS15	0	0	0	0
ADAMTS1-6	ADAMTS1	123	0	0	1
ADAMTS1-7	ADAMTS1	528	0	0	0
ADAMTS1-8	ADAMTS1	414	0	0	0
ADAMTS1-9	ADAMTS1	116	0	0	478
ADAMTS4-1	ADAMTS4	255	0	0	213
ADAMTS4-2	ADAMTS4	298	0	0	0
ADAMTS4-3	ADAMTS4	25	0	0	0
ADAMTS4-4	ADAMTS4	1889	227	585	889
ADAMTS4-5	ADAMTS4	619	0	619	724
ADAMTS4-6	ADAMTS4	769	0	0	366
ADAMTS4-7	ADAMTS4	513	0	778	254
ADAMTSL4-1	ADAMTSL4	1165	0	76	524
ADAMTSL4-10	ADAMTSL4	947	0	427	1
ADAMTSL4-11	ADAMTSL4	803	0	723	302
ADAMTSL4-12	ADAMTSL4	958	0	0	4
ADAMTSL4-13	ADAMTSL4	930	0	0	317
ADAMTSL4-14	ADAMTSL4	1623	0	0	8
ADAMTSL4-15	ADAMTSL4	61	0	0	338
ADAMTSL4-2	ADAMTSL4	803	0	82	0
ADAMTSL4-3	ADAMTSL4	87	0	0	0
ADAMTSL4-4	ADAMTSL4	22	0	0	0
ADAMTSL4-5	ADAMTSL4	669	0	273	767
ADAMTSL4-6	ADAMTSL4	357	308	0	220
ADAMTSL4-7	ADAMTSL4	583	0	0	0
ADAMTSL4-8	ADAMTSL4	1894	0	0	774
ADAMTSL4-9	ADAMTSL4	340	0	0	0
ADCK2-1	ADCK2	851	0	0	518
ADCK2-2	ADCK2	23	0	0	0
ADCK2-3	ADCK2	804	0	0	541
ADCK2-4	ADCK2	876	0	0	0
ADCK2-5	ADCK2	0	0	0	0
ADCK2-6	ADCK2	261	906	0	0
ADCK2-7	ADCK2	1063	1000	177	0
ADCK2-8	ADCK2	334	0	0	0
ADCK5-1	ADCK5	1829	0	113	808
ADCK5-10	ADCK5	959	516	0	8
ADCK5-11	ADCK5	1774	0	450	335
ADCK5-12	ADCK5	1152	0	0	353
ADCK5-13	ADCK5	2687	0	391	578
ADCK5-14	ADCK5	570	0	110	0
ADCK5-2	ADCK5	583	0	0	0
ADCK5-3	ADCK5	178	0	0	0
ADCK5-4	ADCK5	1254	0	147	340
ADCK5-5	ADCK5	1283	0	0	404
ADCK5-6	ADCK5	1043	0	96	1246
ADCK5-7	ADCK5	1134	0	1	32
ADCK5-8	ADCK5	1375	0	0	1338
ADCK5-9	ADCK5	1712	0	0	678
ADCY10-1	ADCY10	531	0	0	647
ADCY10-2	ADCY10	1663	231	781	252
ADCY10-3	ADCY10	167	184	0	2
ADCY10-4	ADCY10	442	0	0	1
ADCY10-5	ADCY10	803	0	330	386
ADCY10-6	ADCY10	1612	401	0	916
ADCY10-7	ADCY10	616	0	1428	202
ADCY10-8	ADCY10	445	0	0	103
ADCY1-1	ADCY1	1709	0	115	1259
ADCY1-2	ADCY1	151	0	0	0
ADCY1-3	ADCY1	206	0	0	0
ADCY1-4	ADCY1	106	0	0	9
ADCY1-5	ADCY1	427	954	0	481
ADCY1-6	ADCY1	710	0	0	210
ADCY1-7	ADCY1	564	0	0	1
ADCY2-1	ADCY2	1524	0	0	0
ADCY2-10	ADCY2	383	0	237	138
ADCY2-11	ADCY2	81	0	0	0
ADCY2-2	ADCY2	963	1713	1	0
ADCY2-3	ADCY2	780	1	0	0
ADCY2-4	ADCY2	0	0	0	0
ADCY2-5	ADCY2	1972	0	121	470
ADCY2-6	ADCY2	1012	805	573	59
ADCY2-7	ADCY2	1102	0	0	1498
ADCY2-8	ADCY2	893	480	190	144
ADCY2-9	ADCY2	0	0	0	0
ADCY3-1	ADCY3	814	0	0	538
ADCY3-2	ADCY3	158	0	0	0
ADCY3-3	ADCY3	1071	0	0	311
