guide	plasmid	cas9T14Rep1	cas9T14Rep2	gene
FOSL1_11_w_65667760.26-all	635	282	912	FOSL1
FOSL1_11_w_65667763.23-all	336	126	534	FOSL1
FOSL2_2_w_28616592.25-all	546	300	736	FOSL2
FOSL2_2_w_28616602.24-all	480	236	526	FOSL2
FOSL2_2_w_28616603.24-all	725	371	585	FOSL2
FOSL2_2_w_28616618.28-all	417	283	594	FOSL2
FOS_14_c_75745718.23-all	867	442	651	FOS
FOS_14_w_75745725.28-all	1087	471	912	FOS
FOS_14_w_75745728.26-all	629	304	531	FOS
FOS_14_w_75745746.26-all	490	203	389	FOS
FOXA1_14_c_38061914.23-all	577	323	487	FOXA1
FOXA1_14_c_38064142.25-all	701	296	720	FOXA1
FOXA1_14_w_38064107.27-all	883	480	684	FOXA1
FOXA1_14_w_38064132.25-all	580	283	483	FOXA1
FOXA2_20_c_22564860.28-all	850	409	592	FOXA2
FOXA2_20_c_22564864.26-all	532	277	509	FOXA2
FOXA2_20_w_22564871.25-all	528	338	558	FOXA2
FOXA2_20_w_22564872.28-all	746	340	604	FOXA2
FOXA3_19_c_46367750.25-all	223	144	376	FOXA3
FOXA3_19_w_46367739.26-all	1756	890	1395	FOXA3
FOXA3_19_w_46367740.25-all	668	406	694	FOXA3
FOXA3_19_w_46367746.23-all	819	367	719	FOXA3
FOXB1_15_w_60297165.24-all	906	456	741	FOXB1
FOXB1_15_w_60297171.24-all	1682	722	1175	FOXB1
FOXB1_15_w_60297172.23-all	1202	483	849	FOXB1
FOXB1_15_w_60297176.27-all	745	353	746	FOXB1
FOXB2_9_w_79634573.24-all	735	349	659	FOXB2
FOXB2_9_w_79634579.25-all	281	134	409	FOXB2
FOXB2_9_w_79634602.25-all	1014	513	897	FOXB2
FOXB2_9_w_79634634.26-all	494	258	463	FOXB2
FOXC1_6_w_1610715.28-all	692	321	456	FOXC1
FOXC1_6_w_1610728.24-all	350	186	415	FOXC1
FOXC1_6_w_1610729.26-all	681	357	708	FOXC1
FOXC1_6_w_1610733.28-all	601	310	618	FOXC1
FOXC2_16_c_86600980.22-all	465	229	407	FOXC2
FOXC2_16_c_86600981.23-all	1292	606	1004	FOXC2
FOXC2_16_w_86600989.28-all	1251	651	1228	FOXC2
FOXC2_16_w_86600990.27-all	625	334	584	FOXC2
FOXD2_1_w_47903811.26-all	1478	655	1558	FOXD2
FOXD2_1_w_47903812.25-all	790	363	769	FOXD2
FOXD2_1_w_47903841.24-all	182	88	310	FOXD2
FOXD2_1_w_47903844.25-all	277	148	351	FOXD2
FOXD3_1_w_63788733.26-all	606	350	994	FOXD3
FOXD3_1_w_63788734.28-all	339	184	423	FOXD3
FOXD3_1_w_63788739.28-all	670	335	683	FOXD3
FOXD3_1_w_63788754.22-all	781	380	695	FOXD3
FOXD4L1_2_c_114257710.23-all	429	242	406	FOXD4L1
FOXD4L1_2_w_114257368.25-all	327	183	435	FOXD4L1
FOXD4L1_2_w_114257696.24-all	446	218	451	FOXD4L1
FOXD4L1_2_w_114257704.28-all	419	185	350	FOXD4L1
FOXD4L2_9_w_42718070.23.fail-all	265	107	739	FOXD4L2
FOXD4L2_9_w_42718074.23.fail-all	178	114	436	FOXD4L2
FOXD4L2_9_w_42718088.22.fail-all	81	18	523	FOXD4L2
FOXD4L3_9_c_70918915.22.pass1-all	103	51	474	FOXD4L3
FOXD4L3_9_w_70917872.23.fail-all	176	99	591	FOXD4L3
FOXD4L3_9_w_70917876.26.fail-all	347	224	1487	FOXD4L3
FOXD4L4_9_c_70428874.24.fail-all+	561	199	476	FOXD4L4
FOXD4L4_9_c_70428875.28.fail-all+	1509	617	1944	FOXD4L4
FOXD4L4_9_c_70428889.24.fail-all	307	151	406	FOXD4L4
FOXD4L4_9_c_70428893.27.fail-all	1004	475	1178	FOXD4L4
FOXD4L5_9_c_70177219.27.pass20-all	621	269	493	FOXD4L5
FOXD4L5_9_c_70177220.25.pass20-all	255	100	385	FOXD4L5
FOXD4L5_9_c_70177319.27.pass20-all	345	161	389	FOXD4L5
FOXD4L5_9_c_70177833.26.pass11-all	523	242	467	FOXD4L5
FOXD4L6_9_c_69201580.26.fail-all	58	41	384	FOXD4L6
FOXD4L6_9_c_69201588.25.fail-all	1523	619	1949	FOXD4L6
FOXD4L6_9_c_69201602.23.fail-all	341	240	1488	FOXD4L6
FOXD4L6_9_c_69201606.28.fail-all	450	194	539	FOXD4L6
FOXD4_9_c_117519.28.pass30-all	204	90	271	FOXD4
FOXD4_9_c_117799.28-all	468	282	497	FOXD4
FOXD4_9_w_117370.26-all	811	363	815	FOXD4
FOXD4_9_w_117497.27.pass30-all	537	278	528	FOXD4
FOXE1_9_c_100616232.28-all	310	170	322	FOXE1
FOXE1_9_c_100616235.27-all	231	106	354	FOXE1
FOXE1_9_w_100616220.27-all	1120	597	1255	FOXE1
FOXE1_9_w_100616223.24-all	510	310	478	FOXE1
FOXE3_1_w_47882011.26-all	462	222	481	FOXE3
FOXE3_1_w_47882014.26-all	945	492	1039	FOXE3
FOXE3_1_w_47882015.27-all	517	323	517	FOXE3
FOXE3_1_w_47882018.27-all	375	167	333	FOXE3
FOXF1_16_c_86544212.27-all	426	279	449	FOXF1
FOXF1_16_c_86544215.26-all	565	227	490	FOXF1
FOXF1_16_c_86544218.27-all	768	348	523	FOXF1
FOXF1_16_w_86544187.27-all	622	346	618	FOXF1
FOXF2_6_w_1390186.26-all	215	121	365	FOXF2
FOXF2_6_w_1390189.25-all	303	168	449	FOXF2
FOXF2_6_w_1390203.27-all	444	232	560	FOXF2
FOXF2_6_w_1390206.28-all	367	176	324	FOXF2
FOXG1_14_w_29236523.25-all	959	502	874	FOXG1
FOXG1_14_w_29236524.28-all	1439	797	1024	FOXG1
FOXG1_14_w_29236525.26-all	752	430	476	FOXG1
FOXG1_14_w_29236531.28-all	441	193	360	FOXG1
FOXH1_8_c_145701118.27-all	209	120	396	FOXH1
FOXH1_8_c_145701119.28-all	588	289	869	FOXH1
FOXH1_8_c_145701131.28-all	279	137	402	FOXH1
FOXH1_8_c_145701132.27-all	608	326	916	FOXH1
FOXI1_5_w_169532968.27-all	253	126	343	FOXI1
FOXI1_5_w_169532975.25-all	163	96	315	FOXI1
FOXI1_5_w_169532979.28-all	336	199	329	FOXI1
FOXI1_5_w_169532989.26-all	596	269	436	FOXI1
FOXI2_10_c_129535561.22-all	599	335	471	FOXI2
FOXI2_10_w_129535541.28-all	996	447	739	FOXI2
FOXI2_10_w_129535544.25-all	566	253	404	FOXI2
FOXI2_10_w_129535557.28-all	191	79	138	FOXI2
FOXJ1_17_w_74136440.28-all	874	419	979	FOXJ1
FOXJ1_17_w_74136441.27-all	401	195	412	FOXJ1
FOXJ1_17_w_74136447.24-all	309	157	391	FOXJ1
FOXJ1_17_w_74136448.25-all	295	112	313	FOXJ1
FOXJ2_12_w_8192439.28-all	421	162	365	FOXJ2
FOXJ2_12_w_8192451.26-all	723	388	474	FOXJ2
FOXJ2_12_w_8192456.28-all	1156	515	1238	FOXJ2
FOXJ2_12_w_8192459.26-all	684	311	622	FOXJ2
FOXJ3_1_c_42744296.27-all	731	326	567	FOXJ3
FOXJ3_1_c_42744318.26-all	389	200	571	FOXJ3
FOXJ3_1_w_42744300.28-all	233	102	229	FOXJ3
FOXJ3_1_w_42744305.22-all	909	439	756	FOXJ3
FOXK1_7_c_4721964.24-all	200	97	516	FOXK1
FOXK1_7_w_4721943.26-all	173	105	492	FOXK1
FOXK1_7_w_4721967.28-all	672	293	1045	FOXK1
FOXK1_7_w_4721968.27-all	396	155	537	FOXK1
FOXK2_17_c_80477797.28-all	7	4	2	FOXK2
FOXK2_17_c_80477798.27-all	188	90	221	FOXK2
FOXK2_17_w_80477774.28-all	353	170	442	FOXK2
FOXK2_17_w_80477803.27-all	188	115	387	FOXK2
FOXL1_16_w_86612337.25-all	409	195	383	FOXL1
FOXL1_16_w_86612347.28-all	2131	964	1365	FOXL1
FOXL1_16_w_86612348.28-all	1485	690	903	FOXL1
FOXL1_16_w_86612349.28-all	608	285	385	FOXL1
FOXL2_3_c_138665541.28-all	391	174	437	FOXL2
FOXL2_3_c_138665548.28-all	313	146	337	FOXL2
FOXL2_3_c_138665549.27-all	482	238	541	FOXL2
FOXL2_3_c_138665556.28-all	417	190	401	FOXL2
FOXM1_12_c_2983629.26-all	492	205	388	FOXM1
FOXM1_12_c_2983630.27-all	1079	629	863	FOXM1
FOXM1_12_c_2983631.28-all	1478	814	1247	FOXM1
FOXM1_12_c_2983632.22-all	575	351	894	FOXM1
FOXN1_17_w_26850999.28-all	2168	1000	1601	FOXN1
FOXN1_17_w_26851000.24-all	908	382	616	FOXN1
FOXN1_17_w_26851001.27-all	1487	643	1033	FOXN1
FOXN1_17_w_26851002.25-all	758	287	586	FOXN1
FOXN2_2_c_48573443.28-all	567	252	384	FOXN2
FOXN2_2_c_48573444.26-all	1183	610	907	FOXN2
FOXN2_2_w_48573377.23-all	588	325	698	FOXN2
FOXN2_2_w_48573427.27-all	666	365	572	FOXN2
FOXN3_14_c_89878719.26-all	1032	551	720	FOXN3
FOXN3_14_c_89878725.27-all	584	385	431	FOXN3
FOXN3_14_c_89878813.25-all	686	263	580	FOXN3
FOXN3_14_w_89878720.27-all	270	145	358	FOXN3
FOXN4_12_c_109746103.26-all	1124	639	758	FOXN4
FOXN4_12_c_109746109.27-all	642	386	464	FOXN4
FOXN4_12_w_109746073.24-all	489	215	530	FOXN4
FOXN4_12_w_109746091.25-all	1021	573	718	FOXN4
FOXO1_13_c_41240315.28-all	323	114	198	FOXO1
FOXO1_13_c_41240316.26-all	593	263	537	FOXO1
FOXO1_13_c_41240336.27-all	624	362	633	FOXO1
FOXO1_13_c_41240344.26-all	393	189	513	FOXO1
FOXO3_6_c_108882676.28-all	398	211	365	FOXO3
FOXO3_6_c_108882682.26.pass30-all	720	421	478	FOXO3
FOXO3_6_c_108882683.26.pass30-all	1220	689	819	FOXO3
FOXO3_6_c_108985305.26-all	352	172	330	FOXO3
FOXO4_X_c_70316411.26-all	533	288	471	FOXO4
FOXO4_X_w_70316403.27-all	631	326	632	FOXO4
FOXO4_X_w_70316415.26-all	917	365	714	FOXO4
FOXO4_X_w_70316428.28-all	435	179	527	FOXO4
FOXP1_3_c_71179748.27-CCDS58837.1	455	201	535	FOXP1
FOXP1_3_c_71179784.27-CCDS58837.1	777	404	529	FOXP1
FOXP1_3_c_71179797.24-CCDS58837.1	766	395	550	FOXP1
FOXP1_3_c_71179828.26-CCDS58837.1	656	313	432	FOXP1
FOXP1_3_c_71247484.26-CCDS58839.1+	866	392	501	FOXP1
FOXP1_3_c_71247488.23-CCDS58839.1+	511	259	409	FOXP1
FOXP1_3_w_71247475.26-CCDS58839.1+	974	603	888	FOXP1
FOXP1_3_w_71247476.25-CCDS58839.1+	469	332	486	FOXP1
FOXP2_7_c_114066654.28-all	993	415	728	FOXP2
FOXP2_7_c_114066666.28-all	326	154	348	FOXP2
FOXP2_7_c_114066678.26-all	578	282	470	FOXP2
FOXP2_7_w_114066684.27-all	525	340	744	FOXP2
FOXP3_X_c_49114951.28-all	662	275	503	FOXP3
FOXP3_X_c_49114953.27-all	1555	733	1121	FOXP3
FOXP3_X_c_49114957.28-all	1307	643	965	FOXP3
FOXP3_X_c_49114958.26-all	1217	503	856	FOXP3
FOXP4_6_c_41533530.25-all	946	492	719	FOXP4
FOXP4_6_c_41533534.28-all	1856	934	1343	FOXP4
FOXP4_6_w_41533514.22-all	711	340	638	FOXP4
FOXP4_6_w_41533537.24-all	614	386	483	FOXP4
FOXQ1_6_c_1312969.26-all	581	297	657	FOXQ1
FOXQ1_6_w_1312959.26-all	336	185	394	FOXQ1
FOXQ1_6_w_1312970.27-all	2043	938	1159	FOXQ1
FOXQ1_6_w_1312971.26-all	934	416	435	FOXQ1
FOXR1_11_w_118842663.28-all	726	342	603	FOXR1
FOXR1_11_w_118842669.27-all	623	325	476	FOXR1
FOXR1_11_w_118849494.28-all	669	289	587	FOXR1
FOXR1_11_w_118849507.28-all	792	386	742	FOXR1
FOXR2_X_c_55650195.28-all	842	421	623	FOXR2
FOXR2_X_c_55650202.28-all	1232	602	702	FOXR2
FOXR2_X_c_55650203.23-all	714	291	619	FOXR2
FOXR2_X_w_55650191.28-all	379	241	296	FOXR2
FOXRED1_11_c_126139126.24-all	217	85	595	FOXRED1
FOXRED1_11_c_126139132.24-all	248	174	513	FOXRED1
FOXRED1_11_c_126139136.28-all	734	385	1083	FOXRED1
FOXRED1_11_w_126139133.24-all	256	167	262	FOXRED1
FOXRED2_22_c_36902447.27-all	167	78	432	FOXRED2
FOXRED2_22_c_36902448.26-all	459	237	871	FOXRED2
FOXRED2_22_c_36902449.24-all	211	80	463	FOXRED2
FOXRED2_22_c_36902458.24-all	482	209	658	FOXRED2
FOXS1_20_c_30433320.26-all	279	121	220	FOXS1
FOXS1_20_c_30433325.28-all	532	228	334	FOXS1
FOXS1_20_c_30433326.28-all	1147	537	880	FOXS1
FOXS1_20_w_30433316.27-all	838	391	675	FOXS1
FPGS_9_c_130566603.27-all	509	255	543	FPGS
FPGS_9_c_130566611.23-all	198	101	365	FPGS
FPGS_9_w_130566586.22-all	814	384	622	FPGS
FPGS_9_w_130566600.26-all	727	371	626	FPGS
FPR1_19_c_52250201.24-all	651	328	609	FPR1
FPR1_19_c_52250224.28-all	696	340	722	FPR1
FPR1_19_c_52250225.26-all	1748	836	1513	FPR1
FPR1_19_c_52250226.24-all	758	315	777	FPR1
FPR2_19_c_52271972.26-all	669	332	555	FPR2
FPR2_19_c_52271988.27-all	926	404	655	FPR2
FPR2_19_w_52271932.26-all	736	331	576	FPR2
FPR2_19_w_52271957.27-all	884	420	665	FPR2
FPR3_19_w_52327022.28-all	606	287	674	FPR3
FPR3_19_w_52327048.26-all	1792	864	1131	FPR3
FPR3_19_w_52327049.25-all	1116	497	565	FPR3
FPR3_19_w_52327055.27-all	635	356	483	FPR3
FRA10AC1_10_c_95458090.27-all	473	224	392	FRA10AC1
FRA10AC1_10_c_95458128.26-all	912	404	736	FRA10AC1
FRA10AC1_10_w_95459794.27-all	502	329	527	FRA10AC1
FRA10AC1_10_w_95459810.26-all	597	306	595	FRA10AC1
FRAS1_4_c_78979188.24-all	404	215	319	FRAS1
FRAS1_4_c_78979193.28-all	597	259	527	FRAS1
FRAS1_4_w_78979171.25-all	957	438	722	FRAS1
FRAS1_4_w_78979194.22-all	631	361	650	FRAS1
FRAT1_10_c_99079306.27-all	500	200	523	FRAT1
FRAT1_10_c_99079403.24-all	692	327	698	FRAT1
FRAT1_10_w_99079284.26-all	606	286	324	FRAT1
FRAT1_10_w_99079287.28-all	528	212	509	FRAT1
FRAT2_10_c_99094251.28-all	590	338	530	FRAT2
FRAT2_10_c_99094254.26-all	767	362	619	FRAT2
FRAT2_10_w_99094226.23-all	919	479	803	FRAT2
FRAT2_10_w_99094235.28-all	514	255	543	FRAT2
FREM1_9_c_14776174.23-all	817	437	737	FREM1
FREM1_9_w_14776164.26-all	1250	612	930	FREM1
FREM1_9_w_14776165.25-all	721	296	454	FREM1
FREM1_9_w_14776176.26-all	1817	818	880	FREM1
FREM2_13_w_39261491.27-all	484	233	401	FREM2
FREM2_13_w_39261499.27-all	9	2	14	FREM2
FREM2_13_w_39261509.26-all	578	275	539	FREM2
FREM3_4_c_144621806.25-all	317	160	469	FREM3
FREM3_4_c_144621807.26-all	742	325	953	FREM3
FREM3_4_w_144621798.23-all	451	258	502	FREM3
FREM3_4_w_144621799.24-all	629	282	466	FREM3
FRG1_4_c_190876241.28-all	393	210	371	FRG1
FRG1_4_w_190862168.26-all	636	303	599	FRG1
FRG1_4_w_190862177.27-all	639	393	624	FRG1
FRG1_4_w_190862192.28-all	463	169	987	FRG1
FRG2B_10_c_135439053.26.pass20-all	692	322	484	FRG2B
FRG2B_10_c_135440224.25.pass11-all	499	251	816	FRG2B
FRG2B_10_w_135438988.28.pass20-all	498	301	489	FRG2B
FRG2B_10_w_135438989.24.pass20-all	495	228	433	FRG2B
FRG2C_3_c_75715180.24-all	559	270	583	FRG2C
FRG2C_3_w_75714327.25-all	695	358	629	FRG2C
FRG2C_3_w_75714685.23.pass30-all	1005	489	968	FRG2C
FRG2C_3_w_75715150.28-all	144	79	403	FRG2C
FRG2_4_c_190947120.27.pass11-all	830	400	603	FRG2
FRG2_4_c_190947123.24.pass11-all	271	136	369	FRG2
FRG2_4_w_190947101.25.pass20-all	856	405	1032	FRG2
FRG2_4_w_190947102.24.pass20-all	365	180	429	FRG2
FRK_6_c_116381426.25-all	381	228	380	FRK
FRK_6_c_116381433.28-all	536	313	484	FRK
FRK_6_c_116381441.28-all	1001	373	842	FRK
FRK_6_w_116381446.24-all	496	234	422	FRK
FRMD1_6_c_168475988.25-all	883	514	663	FRMD1
FRMD1_6_c_168476000.28-all	935	483	764	FRMD1
FRMD1_6_w_168475941.27-all	758	348	716	FRMD1
FRMD1_6_w_168475969.28-all	813	388	647	FRMD1
FRMD3_9_c_85863394.28-all	430	206	370	FRMD3
FRMD3_9_c_85863419.26-all	919	452	669	FRMD3
FRMD3_9_c_85863425.26-all	837	464	642	FRMD3
FRMD3_9_w_85863359.24-all	633	327	454	FRMD3
FRMD4A_10_c_13900897.28-all	1008	454	577	FRMD4A
FRMD4A_10_c_13900900.23-all	932	426	1008	FRMD4A
FRMD4A_10_w_13900867.26-all	1320	639	839	FRMD4A
FRMD4A_10_w_14372066.24-all	581	291	509	FRMD4A
FRMD4B_3_c_69435089.27-all	955	432	648	FRMD4B
FRMD4B_3_w_69435093.25-all	703	289	787	FRMD4B
FRMD4B_3_w_69435109.28-all	1775	868	1495	FRMD4B
FRMD4B_3_w_69435112.25-all	848	383	662	FRMD4B
FRMD5_15_c_44487216.22-all	854	414	781	FRMD5
FRMD5_15_w_44487179.28-all	1313	499	717	FRMD5
FRMD5_15_w_44487186.28-all	1186	503	730	FRMD5
FRMD5_15_w_44487219.28-all	903	400	560	FRMD5
FRMD6_14_c_52186825.24-all	767	391	626	FRMD6
FRMD6_14_c_52186834.23-all	718	333	519	FRMD6
FRMD6_14_c_52186848.24-all	679	325	509	FRMD6
FRMD6_14_w_52186827.25-all	575	286	421	FRMD6
FRMD7_X_c_131234714.27-all	643	302	499	FRMD7
FRMD7_X_w_131234680.27-all	854	395	694	FRMD7
FRMD7_X_w_131261820.26-all	438	232	441	FRMD7
FRMD7_X_w_131261844.26-all	737	265	456	FRMD7
FRMD8_11_c_65154532.24-all	615	383	800	FRMD8
FRMD8_11_w_65154529.28-all	567	278	398	FRMD8
FRMD8_11_w_65154542.28-all	440	165	472	FRMD8
FRMD8_11_w_65154543.24-all	622	246	642	FRMD8
FRMPD1_9_c_37692673.28-all	594	337	566	FRMPD1
FRMPD1_9_c_37692698.26-all	494	291	547	FRMPD1
FRMPD1_9_c_37692701.25-all	621	331	592	FRMPD1
FRMPD1_9_w_37692654.25-all	380	259	458	FRMPD1
FRMPD2_10_c_49459706.28-all	998	461	649	FRMPD2
FRMPD2_10_c_49459721.27-all	520	239	581	FRMPD2
FRMPD2_10_c_49459726.27-all	594	314	369	FRMPD2
FRMPD2_10_w_49459707.27-all	640	359	586	FRMPD2
FRMPD4_X_w_12516798.26-all	828	349	531	FRMPD4
FRMPD4_X_w_12516823.24-all	97	59	408	FRMPD4
FRMPD4_X_w_12516826.28-all	1063	557	1028	FRMPD4
FRMPD4_X_w_12516829.25-all	765	381	747	FRMPD4
FRRS1L_9_w_111929525.27-all	305	155	244	FRRS1L
FRRS1L_9_w_111929533.27-all	286	109	50	FRRS1L
FRRS1L_9_w_111929536.28-all	432	242	215	FRRS1L
FRRS1L_9_w_111929542.27-all	389	181	335	FRRS1L
FRRS1_1_c_100214228.26-all	775	392	627	FRRS1
FRRS1_1_c_100214253.26-all	576	314	353	FRRS1
FRRS1_1_c_100214254.28-all	1404	777	985	FRRS1
FRRS1_1_w_100214247.25-all	625	217	685	FRRS1
FRS2_12_c_69962863.24-all	647	307	634	FRS2
FRS2_12_c_69964144.24-all	804	343	506	FRS2
FRS2_12_c_69964150.26-all	855	363	616	FRS2
FRS2_12_w_69962831.27-all	648	315	600	FRS2
FRS3_6_c_41744704.28-all	361	240	542	FRS3
FRS3_6_w_41743315.26-all	617	353	537	FRS3
FRS3_6_w_41743318.25-all	1487	700	1383	FRS3
FRS3_6_w_41743319.24-all	721	356	735	FRS3
FRYL_4_c_48636370.27-all	430	246	443	FRYL
FRYL_4_c_48636405.27-all	986	495	500	FRYL
FRYL_4_c_48636406.28-all	1701	885	1000	FRYL
FRYL_4_w_48636389.24-all	989	530	730	FRYL
FRY_13_c_32605994.26-all	514	245	493	FRY
FRY_13_w_32605940.28-all	27	14	465	FRY
FRY_13_w_32652975.26-all	1807	781	1165	FRY
FRY_13_w_32652976.25-all	747	356	588	FRY
FRZB_2_c_183731264.26-all	789	365	419	FRZB
FRZB_2_c_183731265.28-all	1468	728	790	FRZB
FRZB_2_w_183731240.27-all	879	409	979	FRZB
FRZB_2_w_183731241.26-all	519	222	485	FRZB
FSBP_8_c_95449026.25-all	250	179	246	FSBP
FSBP_8_c_95449058.24-all	609	305	618	FSBP
FSBP_8_c_95449073.24-all	713	349	657	FSBP
FSBP_8_w_95448958.27-all	532	266	376	FSBP
FSCB_14_c_44976107.22-all	684	394	585	FSCB
FSCB_14_c_44976132.26-all	638	335	588	FSCB
FSCB_14_c_44976137.28-all	896	451	712	FSCB
FSCB_14_w_44976138.28-all	230	135	285	FSCB
FSCN1_7_c_5632648.24-all	585	258	558	FSCN1
FSCN1_7_c_5632849.28-all	565	251	476	FSCN1
FSCN1_7_w_5632635.25-all	682	382	595	FSCN1
FSCN1_7_w_5632833.25-all	748	399	730	FSCN1
FSCN2_17_c_79495581.23-all	765	361	838	FSCN2
FSCN2_17_w_79495560.25-all	441	173	643	FSCN2
FSCN2_17_w_79495577.28-all	789	386	426	FSCN2
FSCN2_17_w_79495592.28-all	796	398	528	FSCN2
FSCN3_7_c_127233943.25-all	814	446	676	FSCN3
FSCN3_7_c_127233949.26-all	685	336	487	FSCN3
FSCN3_7_w_127233937.28-all	1600	845	1098	FSCN3
FSCN3_7_w_127233938.27-all	855	448	581	FSCN3
FSD1L_9_c_108226546.28-all	257	141	409	FSD1L
FSD1L_9_c_108226604.26-all	916	479	562	FSD1L
FSD1L_9_c_108230536.28-all	367	288	350	FSD1L
FSD1L_9_c_108230575.28-all	480	310	641	FSD1L
FSD1_19_c_4305972.28-all	507	260	467	FSD1
FSD1_19_c_4306035.23-all	742	372	708	FSD1
FSD1_19_w_4305946.28-all	1474	641	1021	FSD1
FSD1_19_w_4305947.27-all	717	312	465	FSD1
FSD2_15_w_83456108.25-all	323	163	345	FSD2
FSD2_15_w_83456112.27-all	1075	511	1278	FSD2
FSD2_15_w_83456113.26-all	713	312	823	FSD2
FSD2_15_w_83456114.26-all	245	125	399	FSD2
FSHB_11_w_30253472.28-all	732	326	703	FSHB
FSHB_11_w_30253528.27-all	822	407	654	FSHB
FSHB_11_w_30253576.26-all	375	231	392	FSHB
FSHB_11_w_30255133.27-all	516	224	371	FSHB
FSHR_2_c_49381523.26-all	826	393	662	FSHR
FSHR_2_c_49381544.28-all	483	268	529	FSHR
FSHR_2_w_49381513.28-all	782	324	713	FSHR
FSHR_2_w_49381528.26-all	558	244	554	FSHR
FSIP1_15_c_40068662.27-all	744	411	556	FSIP1
FSIP1_15_c_40068685.26-all	609	277	629	FSIP1
FSIP1_15_c_40068704.27-all	435	241	447	FSIP1
FSIP1_15_w_40068696.26-all	292	115	240	FSIP1
FSIP2_2_c_186603386.28-all	686	338	722	FSIP2
FSIP2_2_c_186603394.24-all	656	353	647	FSIP2
FSIP2_2_w_186603373.24-all	432	223	332	FSIP2
FSIP2_2_w_186603387.23-all	532	235	548	FSIP2
FSTL1_3_w_120169541.26-all	1329	572	1138	FSTL1
FSTL1_3_w_120169542.25-all	517	255	422	FSTL1
FSTL1_3_w_120169553.27-all	465	221	538	FSTL1
FSTL1_3_w_120169556.27-all	418	206	361	FSTL1
FSTL3_19_c_676452.28-all	301	93	440	FSTL3
FSTL3_19_c_676464.28-all	710	295	439	FSTL3
FSTL3_19_w_676429.28-all	627	380	763	FSTL3
FSTL3_19_w_676430.25-all	213	145	394	FSTL3
FSTL4_5_c_132939622.26-all	859	401	604	FSTL4
FSTL4_5_c_132939626.28-all	1058	528	835	FSTL4
FSTL4_5_c_132939667.26-all	589	239	351	FSTL4
FSTL4_5_w_132939633.28-all	764	315	563	FSTL4
FSTL5_4_w_163032493.28-all	591	318	532	FSTL5
FSTL5_4_w_163032499.28-all	868	438	608	FSTL5
FSTL5_4_w_163032513.27-all	1088	443	806	FSTL5
FSTL5_4_w_163032520.26-all	616	328	563	FSTL5
FST_5_c_52776646.23-all	1305	395	662	FST
FST_5_c_52776649.26-all	1715	605	1069	FST
FST_5_w_52776638.26-all	218	147	281	FST
FST_5_w_52776642.28-all	416	247	302	FST
FTCD_21_c_47575412.24-all	803	357	781	FTCD
FTCD_21_c_47575413.25-all	2180	1037	1951	FTCD
FTCD_21_c_47575431.25-all	644	413	524	FTCD
FTCD_21_c_47575432.26-all	1255	864	1058	FTCD
FTH1_11_c_61734883.23.fail-all	50	14	762	FTH1
FTH1_11_c_61734889.23.fail-all	348	155	698	FTH1
FTH1_11_w_61732523.25.pass1-all	756	377	560	FTH1
FTH1_11_w_61732541.22.pass1-all	220	134	816	FTH1
FTHL17_X_c_31090040.27-all	523	235	519	FTHL17
FTHL17_X_c_31090058.28-all	340	124	457	FTHL17
FTHL17_X_c_31090062.24-all	436	200	391	FTHL17
FTHL17_X_c_31090065.24-all	502	292	565	FTHL17
FTL_19_c_49469095.27.pass20-all	711	375	434	FTL
FTL_19_w_49469565.22.pass20-all	539	254	657	FTL
FTL_19_w_49469566.28.pass20-all	1759	801	1234	FTL
FTL_19_w_49469567.27.pass20-all	932	432	533	FTL
FTMT_5_c_121187687.28-all	930	435	744	FTMT
FTMT_5_w_121187678.26-all	682	276	470	FTMT
FTMT_5_w_121187683.28-all	714	386	436	FTMT
FTMT_5_w_121187696.24-all	651	327	857	FTMT
FTO_16_w_53738106.26-all	1143	537	1623	FTO
FTO_16_w_53738107.23-all	605	281	661	FTO
FTO_16_w_53738108.24-all	499	225	801	FTO
FTO_16_w_53738115.22-all	879	389	1167	FTO
FTSJ1_X_c_48336461.24-all	635	313	628	FTSJ1
FTSJ1_X_c_48336462.26-all	1550	771	1402	FTSJ1
FTSJ1_X_w_48336473.26-all	894	386	641	FTSJ1
FTSJ1_X_w_48336476.27-all	512	312	453	FTSJ1
FTSJ2_7_c_2279318.25-all	372	161	489	FTSJ2
FTSJ2_7_w_2279288.24-all	361	186	837	FTSJ2
FTSJ2_7_w_2279302.25-all	345	225	606	FTSJ2
FTSJ2_7_w_2279303.27-all	915	407	580	FTSJ2
FTSJ3_17_c_61904232.27-all	391	191	666	FTSJ3
FTSJ3_17_w_61904195.26-all	45	29	569	FTSJ3
FTSJ3_17_w_61904201.25-all	261	141	732	FTSJ3
FTSJ3_17_w_61904207.27-all	355	188	547	FTSJ3
FUBP1_1_c_78444661.25-all	372	190	384	FUBP1
FUBP1_1_c_78444663.27-all	671	352	816	FUBP1
FUBP1_1_c_78444666.23-all	249	102	639	FUBP1
FUBP1_1_w_78444626.26-all	527	220	389	FUBP1
FUBP3_9_c_133455103.25-all	867	430	676	FUBP3
FUBP3_9_c_133455104.26-all	1340	735	1243	FUBP3
FUBP3_9_c_133455105.27-all	2189	1158	1973	FUBP3
FUBP3_9_w_133455097.27-all	656	320	459	FUBP3
FUCA1_1_c_24194748.28-all	529	235	418	FUCA1
FUCA1_1_c_24194766.28-all	91	51	226	FUCA1
